user,live_date,message_selector,classes,raw
zao_____,2023-11-23 16:48:29,JustWannaRock 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock 󠀀</span></span>]"
yekjill,2023-11-23 16:48:29,non.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non.</span></span>]"
recidax,2023-11-23 16:48:29,NOPERS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NOPERS</span></span>]"
chacalex,2023-11-23 16:48:29,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
kalistecorp,2023-11-23 16:48:29,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Exdar,2023-11-23 16:48:29,meme pas la LFL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">meme pas la LFL</span></span>]"
kc_reve,2023-11-23 16:48:29,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
life_france,2023-11-23 16:48:29,Non.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non.</span></span>]"
kikoul31,2023-11-23 16:48:30,En saaaaaah,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">En saaaaaah</span></span>]"
ShowIn_,2023-11-23 16:48:30,NON,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON</span></span>]"
nerofg,2023-11-23 16:48:30,NON,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON</span></span>]"
Keylivn,2023-11-23 16:48:30,Ignorege,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Ignorege</span></span>]"
mohamania,2023-11-23 16:48:30,NAN,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NAN</span></span>]"
KC_Feitan,2023-11-23 16:48:30,C'est pas ouf,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est pas ouf</span></span>]"
saito97411,2023-11-23 16:48:30,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
endrito28,2023-11-23 16:48:30,Vu le roster c’est vraiment ça,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Vu le roster c’est vraiment ça</span></span>]"
maxiitoooo,2023-11-23 16:48:30,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
moosloo_nadaa,2023-11-23 16:48:31,BIEN GEUZ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">BIEN GEUZ</span></span>]"
ryv4ls,2023-11-23 16:48:31,non ca va rien faire,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non ca va rien faire</span></span>]"
myenergies,2023-11-23 16:48:31,Nn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nn</span></span>]"
dio_fr,2023-11-23 16:48:31,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Blurheet,2023-11-23 16:48:31,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
GibssQLF,2023-11-23 16:48:31,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
DoggyMD,2023-11-23 16:48:31,oh que non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oh que non</span></span>]"
ak_turo,2023-11-23 16:48:31,NON,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON</span></span>]"
huiledolivepugeais,2023-11-23 16:48:31,???#;#)#;€!#!#,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">???#;#)#;€!#!#</span></span>]"
Bouteilles,2023-11-23 16:48:31,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
TFAblblbl,2023-11-23 16:48:31,"meme sans amertume, il a raison KEKW",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">meme sans amertume, il a raison KEKW</span></span>]"
eltchacho,2023-11-23 16:48:31,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
XpOchoa,2023-11-23 16:48:31,Il avait qu'a 1v9 les worlds lui aussi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Il avait qu'a 1v9 les worlds lui aussi</span></span>]"
tabask0o0,2023-11-23 16:48:31,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
dwun_,2023-11-23 16:48:31,non mdrr,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non mdrr</span></span>]"
mugentiti,2023-11-23 16:48:31,ABSE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ABSE</span></span>]"
Tag__RL,2023-11-23 16:48:31,Oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui</span></span>]"
Feezox11,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
kc_spinlawe,2023-11-23 16:48:32,7eme imo MAX,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">7eme imo MAX</span></span>]"
pogboum8d_v2,2023-11-23 16:48:32,NON,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON</span></span>]"
shannakrezc,2023-11-23 16:48:32,Tssk,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Tssk</span></span>]"
Zackhooo,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Rokzenn,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Zanarck21,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
KC_Lasangria,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
rafyben18,2023-11-23 16:48:32,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Bisole_,2023-11-23 16:48:32,nn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">nn</span></span>]"
JumpingWeasel,2023-11-23 16:48:33,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
Sparkyyi,2023-11-23 16:48:33,Possiblement,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Possiblement</span></span>]"
Amarett0Sour,2023-11-23 16:48:33,bah on les a tapé (sans elyolya),[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">bah on les a tapé (sans elyolya)</span></span>]"
Zeiishu,2023-11-23 16:48:33,Nan,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nan</span></span>]"
mirino0o,2023-11-23 16:48:33,le mid est pas fou mais le reste est pas mal,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">le mid est pas fou mais le reste est pas mal</span></span>]"
Zimloon,2023-11-23 16:48:33,Pas face à la KC,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Pas face à la KC</span></span>]"
multivitamines1,2023-11-23 16:48:33,bah non^^,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">bah non^^</span></span>]"
MEhdi_717,2023-11-23 16:48:33,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
Sumple,2023-11-23 16:48:33,IMPOSSIBLE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">IMPOSSIBLE</span></span>]"
pannacotttafugo,2023-11-23 16:48:34,JustWannaRock zao_____,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock zao_____</span></span>]"
chaamoh,2023-11-23 16:48:34,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Red_zr,2023-11-23 16:48:34,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
mistermomo97,2023-11-23 16:48:34,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
nackhs,2023-11-23 16:48:34,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
meissouu,2023-11-23 16:48:34,NON,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON</span></span>]"
sank0fah,2023-11-23 16:48:34,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
KGReda,2023-11-23 16:48:34,top 10 sa ce tape avec le bon vieux patrick,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">top 10 sa ce tape avec le bon vieux patrick</span></span>]"
Yuvy83,2023-11-23 16:48:34,Nn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Nn</span></span>]"
chennv,2023-11-23 16:48:34,Les coms me donne deja un mal de tete,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Les coms me donne deja un mal de tete</span></span>]"
jadoz01,2023-11-23 16:48:34,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
akira0fudo,2023-11-23 16:48:34,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
razmo234,2023-11-23 16:48:34,tier list LEC,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">tier list LEC</span></span>]"
kc_tommy_,2023-11-23 16:48:34,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
mugentiti,2023-11-23 16:48:35,Abuse,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Abuse</span></span>]"
life_france,2023-11-23 16:48:35,Pas si il y a la KC.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Pas si il y a la KC.</span></span>]"
nekraus2,2023-11-23 16:48:35,oui je pense NODDERS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui je pense NODDERS</span></span>]"
Oxsave,2023-11-23 16:48:35,Oui 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui 󠀀</span></span>]"
NQ10__,2023-11-23 16:48:35,BAS DE TABLEAU LFL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">BAS DE TABLEAU LFL</span></span>]"
4Bell4,2023-11-23 16:48:35,il pue sa mère,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">il pue sa mère</span></span>]"
nerofg,2023-11-23 16:48:35,ca depend on y est ou pas ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ca depend on y est ou pas ?</span></span>]"
sieg_hart72,2023-11-23 16:48:36,Oui quand memel,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui quand memel</span></span>]"
WaterIsNectar,2023-11-23 16:48:36,non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">non</span></span>]"
gol_d_rageur01,2023-11-23 16:48:36,Oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui</span></span>]"
ShowIn_,2023-11-23 16:48:36,OUI,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">OUI</span></span>]"
blackorchid75,2023-11-23 16:48:36,Oui en demi,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui en demi</span></span>]"
Vabostidi,2023-11-23 16:48:37,en sah oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">en sah oui</span></span>]"
caribouuu__,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Syrmen,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Thary,2023-11-23 16:48:37,pannacotttafugo W rizz BillyApprove,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">pannacotttafugo W rizz BillyApprove</span></span>]"
Livrest,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Feezox11,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Bisole_,2023-11-23 16:48:37,demi surement,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">demi surement</span></span>]"
airone_44,2023-11-23 16:48:37,oui la demi abuse,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui la demi abuse</span></span>]"
Perfectory,2023-11-23 16:48:37,Oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui</span></span>]"
OcuIism,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
yekjill,2023-11-23 16:48:37,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
VilainPigs,2023-11-23 16:48:37,C'est quoi le roaster ? svp,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">C'est quoi le roaster ? svp</span></span>]"
Hlbuse,2023-11-23 16:48:38,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
rafyben18,2023-11-23 16:48:38,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
RedBullFR,2023-11-23 16:48:38,Yo,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Yo</span></span>]"
snitch3945,2023-11-23 16:48:38,oui demi t abuse,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui demi t abuse</span></span>]"
r_nut,2023-11-23 16:48:38,possible,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">possible</span></span>]"
artemisdxg,2023-11-23 16:48:38,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
ult_you,2023-11-23 16:48:38,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
7Rhay,2023-11-23 16:48:38,oh que non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oh que non</span></span>]"
Renkinro,2023-11-23 16:48:38,en sarre woulaye n'bilaye le roster est trop guezz,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">en sarre woulaye n'bilaye le roster est trop guezz</span></span>]"
pogboum8d_v2,2023-11-23 16:48:39,NON PLUS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">NON PLUS</span></span>]"
YF0lks,2023-11-23 16:48:39,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
kc__amine,2023-11-23 16:48:39,Avec elyoya quand même,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Avec elyoya quand même</span></span>]"
nicovolleytlm,2023-11-23 16:48:39,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
naydlefoufou,2023-11-23 16:48:39,Non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non</span></span>]"
KatarinaPF,2023-11-23 16:48:39,jamais,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">jamais</span></span>]"
nerofg,2023-11-23 16:48:40,tu nous compte ou pas ?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">tu nous compte ou pas ?</span></span>]"
patricbalkanyche,2023-11-23 16:48:40,J'ai plus le nom du jungler mais il est chaud,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">J'ai plus le nom du jungler mais il est chaud</span></span>]"
Val_974,2023-11-23 16:48:40,si on est pas la peut etre,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">si on est pas la peut etre</span></span>]"
inosuras,2023-11-23 16:48:40,si on est en EUM non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">si on est en EUM non</span></span>]"
raypeat,2023-11-23 16:48:40,curse pas,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">curse pas</span></span>]"
jambe_gauche_cimetiere,2023-11-23 16:48:40,kc academy le pete en 2,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">kc academy le pete en 2</span></span>]"
cwf_ink,2023-11-23 16:48:40,il battent SK sans sueur,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">il battent SK sans sueur</span></span>]"
0dellon,2023-11-23 16:48:40,Bah non on les a battu,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Bah non on les a battu</span></span>]"
hisokkaaaaa,2023-11-23 16:48:40,eu master oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">eu master oui</span></span>]"
ibzooo_,2023-11-23 16:48:40,elyoya 1V9 imo oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">elyoya 1V9 imo oui</span></span>]"
Raicer__,2023-11-23 16:48:40,Vraiment pas,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Vraiment pas</span></span>]"
yorokobi00,2023-11-23 16:48:40,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Lynaa_19,2023-11-23 16:48:40,aaaah mdr,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">aaaah mdr</span></span>]"
huiledolivepugeais,2023-11-23 16:48:41,ABUSE,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ABUSE</span></span>]"
Buckyce,2023-11-23 16:48:41,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
Diipso,2023-11-23 16:48:41,Bah oui ils l'ont fait quand m^mee,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Bah oui ils l'ont fait quand m^mee</span></span>]"
Sparkyyi,2023-11-23 16:48:41,Oui mdr,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Oui mdr</span></span>]"
mirino0o,2023-11-23 16:48:41,ils ont fait final sans elyoya,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ils ont fait final sans elyoya</span></span>]"
SirPsyK0,2023-11-23 16:48:41,ARRACHER PAR NOS FRERES DE MACKO,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ARRACHER PAR NOS FRERES DE MACKO</span></span>]"
wailinho,2023-11-23 16:48:41,il se qualifie pas,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">il se qualifie pas</span></span>]"
pannacotttafugo,2023-11-23 16:48:42,JustWannaRock zao_____ 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock zao_____ 󠀀</span></span>]"
Yshin0,2023-11-23 16:48:42,Demi oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Demi oui</span></span>]"
zao_____,2023-11-23 16:48:42,JustWannaRock pannacotttafugo,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock pannacotttafugo</span></span>]"
zytexx21,2023-11-23 16:48:43,oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oui</span></span>]"
TitiJu,2023-11-23 16:48:43,Non.,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Non.</span></span>]"
jadoz01,2023-11-23 16:48:43,je pense défaite finale,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">je pense défaite finale</span></span>]"
Ensinem,2023-11-23 16:48:43,"Il est trop bizarre ce roster, faut le dire",[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Il est trop bizarre ce roster, faut le dire</span></span>]"
OursComm,2023-11-23 16:48:43,Demi oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Demi oui</span></span>]"
hamzaateyabapurple,2023-11-23 16:48:43,bah oui quand meme,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">bah oui quand meme</span></span>]"
GalaadBelserion,2023-11-23 16:48:43,oh que non,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">oh que non</span></span>]"
droxxt,2023-11-23 16:48:44,Demi oe NODDERS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Demi oe NODDERS</span></span>]"
zao_____,2023-11-23 16:48:44,JustWannaRock pannacotttafugo 󠀀,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">JustWannaRock pannacotttafugo 󠀀</span></span>]"
rains262,2023-11-23 16:48:44,top 5 lfl,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">top 5 lfl</span></span>]"
KryLex__,2023-11-23 16:48:45,déjà est ce qu'ils se qualifient KEKL,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">déjà est ce qu'ils se qualifient KEKL</span></span>]"
apc8s,2023-11-23 16:48:46,sk c’est dernier stppp sa fait trop les gentils parce que y’a nisqyy,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">sk c’est dernier stppp sa fait trop les gentils parce que y’a nisqyy</span></span>]"
Zanarck21,2023-11-23 16:48:46,demi oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">demi oui</span></span>]"
4Bell4,2023-11-23 16:48:46,nn,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">nn</span></span>]"
multivitamines1,2023-11-23 16:48:46,demi oui,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">demi oui</span></span>]"
